chapter,text
Chapter 15,"passed through the “black town,” with its narrow streets, its"
Chapter 15,"miserable, dirty huts, and squalid population; then through the"
Chapter 15,"“European town,” which presented a relief in its bright brick mansions,"
Chapter 15,"shaded by coconut-trees and bristling with masts, where, although it"
Chapter 15,"was early morning, elegantly dressed horsemen and handsome equipages"
Chapter 15,were passing back and forth.
Chapter 15,"The carriage stopped before a modest-looking house, which, however, did"
Chapter 15,not have the appearance of a private mansion. The policeman having
Chapter 15,"requested his prisoners—for so, truly, they might be called—to descend,"
Chapter 15,"conducted them into a room with barred windows, and said: “You will"
Chapter 15,appear before Judge Obadiah at half-past eight.”
Chapter 15,"He then retired, and closed the door."
Chapter 15,"“Why, we are prisoners!” exclaimed Passepartout, falling into a chair."
Chapter 15,"Aouda, with an emotion she tried to conceal, said to Mr. Fogg: “Sir,"
Chapter 15,you must leave me to my fate! It is on my account that you receive this
Chapter 15,"treatment, it is for having saved me!”"
Chapter 15,Phileas Fogg contented himself with saying that it was impossible. It
Chapter 15,was quite unlikely that he should be arrested for preventing a suttee.
Chapter 15,The complainants would not dare present themselves with such a charge.
Chapter 15,"There was some mistake. Moreover, he would not, in any event, abandon"
Chapter 15,"Aouda, but would escort her to Hong Kong."
Chapter 15,"“But the steamer leaves at noon!” observed Passepartout, nervously."
Chapter 15,"“We shall be on board by noon,” replied his master, placidly."
Chapter 15,It was said so positively that Passepartout could not help muttering to
Chapter 15,"himself, “Parbleu that’s certain! Before noon we shall be on board.”"
Chapter 15,But he was by no means reassured.
Chapter 15,"At half-past eight the door opened, the policeman appeared, and,"
Chapter 15,"requesting them to follow him, led the way to an adjoining hall. It was"
Chapter 15,"evidently a court-room, and a crowd of Europeans and natives already"
Chapter 15,occupied the rear of the apartment.
Chapter 15,Mr. Fogg and his two companions took their places on a bench opposite
Chapter 15,"the desks of the magistrate and his clerk. Immediately after, Judge"
Chapter 15,"Obadiah, a fat, round man, followed by the clerk, entered. He proceeded"
Chapter 15,"to take down a wig which was hanging on a nail, and put it hurriedly on"
Chapter 15,his head.
Chapter 15,"“The first case,” said he. Then, putting his hand to his head, he"
Chapter 15,"exclaimed, “Heh! This is not my wig!”"
Chapter 15,"“No, your worship,” returned the clerk, “it is mine.”"
Chapter 15,"“My dear Mr. Oysterpuff, how can a judge give a wise sentence in a"
Chapter 15,clerk’s wig?”
Chapter 15,The wigs were exchanged.
Chapter 15,"Passepartout was getting nervous, for the hands on the face of the big"
Chapter 15,clock over the judge seemed to go around with terrible rapidity.
Chapter 15,"“The first case,” repeated Judge Obadiah."
Chapter 15,“Phileas Fogg?” demanded Oysterpuff.
Chapter 15,"“I am here,” replied Mr. Fogg."
Chapter 15,“Passepartout?”
Chapter 15,"“Present,” responded Passepartout."
Chapter 15,"“Good,” said the judge. “You have been looked for, prisoners, for two"
Chapter 15,days on the trains from Bombay.”
Chapter 15,"“But of what are we accused?” asked Passepartout, impatiently."
Chapter 15,“You are about to be informed.”
Chapter 15,"“I am an English subject, sir,” said Mr. Fogg, “and I have the right—”"
Chapter 15,“Have you been ill-treated?”
Chapter 15,“Not at all.”
Chapter 15,“Very well; let the complainants come in.”
Chapter 15,"A door was swung open by order of the judge, and three Indian priests"
Chapter 15,entered.
Chapter 15,"“That’s it,” muttered Passepartout; “these are the rogues who were"
Chapter 15,going to burn our young lady.”
Chapter 15,"The priests took their places in front of the judge, and the clerk"
Chapter 15,proceeded to read in a loud voice a complaint of sacrilege against
Chapter 15,"Phileas Fogg and his servant, who were accused of having violated a"
Chapter 15,place held consecrated by the Brahmin religion.
Chapter 15,“You hear the charge?” asked the judge.
Chapter 15,"“Yes, sir,” replied Mr. Fogg, consulting his watch, “and I admit it.”"
Chapter 15,“You admit it?”
Chapter 15,"“I admit it, and I wish to hear these priests admit, in their turn,"
Chapter 15,what they were going to do at the pagoda of Pillaji.”
Chapter 15,The priests looked at each other; they did not seem to understand what
Chapter 15,was said.
Chapter 15,"“Yes,” cried Passepartout, warmly; “at the pagoda of Pillaji, where"
Chapter 15,they were on the point of burning their victim.”
Chapter 15,"The judge stared with astonishment, and the priests were stupefied."
Chapter 15,“What victim?” said Judge Obadiah. “Burn whom? In Bombay itself?”
Chapter 15,“Bombay?” cried Passepartout.
Chapter 15,"“Certainly. We are not talking of the pagoda of Pillaji, but of the"
Chapter 15,"pagoda of Malabar Hill, at Bombay.”"
Chapter 15,"“And as a proof,” added the clerk, “here are the desecrator’s very"
Chapter 15,"shoes, which he left behind him.”"
Chapter 15,Whereupon he placed a pair of shoes on his desk.
Chapter 15,"“My shoes!” cried Passepartout, in his surprise permitting this"
Chapter 15,imprudent exclamation to escape him.
Chapter 15,"The confusion of master and man, who had quite forgotten the affair at"
Chapter 15,"Bombay, for which they were now detained at Calcutta, may be imagined."
Chapter 15,"Fix the detective, had foreseen the advantage which Passepartout’s"
Chapter 15,"escapade gave him, and, delaying his departure for twelve hours, had"
Chapter 15,consulted the priests of Malabar Hill. Knowing that the English
Chapter 15,"authorities dealt very severely with this kind of misdemeanour, he"
Chapter 15,"promised them a goodly sum in damages, and sent them forward to"
Chapter 15,Calcutta by the next train. Owing to the delay caused by the rescue of
Chapter 15,"the young widow, Fix and the priests reached the Indian capital before"
Chapter 15,"Mr. Fogg and his servant, the magistrates having been already warned by"
Chapter 15,a dispatch to arrest them should they arrive. Fix’s disappointment when
Chapter 15,he learned that Phileas Fogg had not made his appearance in Calcutta
Chapter 15,may be imagined. He made up his mind that the robber had stopped
Chapter 15,somewhere on the route and taken refuge in the southern provinces. For
Chapter 15,twenty-four hours Fix watched the station with feverish anxiety; at
Chapter 15,"last he was rewarded by seeing Mr. Fogg and Passepartout arrive,"
Chapter 15,"accompanied by a young woman, whose presence he was wholly at a loss to"
Chapter 15,explain. He hastened for a policeman; and this was how the party came
Chapter 15,to be arrested and brought before Judge Obadiah.
Chapter 15,"Had Passepartout been a little less preoccupied, he would have espied"
Chapter 15,"the detective ensconced in a corner of the court-room, watching the"
Chapter 15,proceedings with an interest easily understood; for the warrant had
Chapter 15,"failed to reach him at Calcutta, as it had done at Bombay and Suez."
Chapter 15,"Judge Obadiah had unfortunately caught Passepartout’s rash exclamation,"
Chapter 15,which the poor fellow would have given the world to recall.
Chapter 15,“The facts are admitted?” asked the judge.
Chapter 15,"“Admitted,” replied Mr. Fogg, coldly."
Chapter 15,"“Inasmuch,” resumed the judge, “as the English law protects equally and"
Chapter 15,"sternly the religions of the Indian people, and as the man Passepartout"
Chapter 15,"has admitted that he violated the sacred pagoda of Malabar Hill, at"
Chapter 15,"Bombay, on the 20th of October, I condemn the said Passepartout to"
Chapter 15,imprisonment for fifteen days and a fine of three hundred pounds.”
Chapter 15,"“Three hundred pounds!” cried Passepartout, startled at the largeness"
Chapter 15,of the sum.
Chapter 15,“Silence!” shouted the constable.
Chapter 15,"“And inasmuch,” continued the judge, “as it is not proved that the act"
Chapter 15,"was not done by the connivance of the master with the servant, and as"
Chapter 15,the master in any case must be held responsible for the acts of his
Chapter 15,"paid servant, I condemn Phileas Fogg to a week’s imprisonment and a"
Chapter 15,fine of one hundred and fifty pounds.”
Chapter 15,Fix rubbed his hands softly with satisfaction; if Phileas Fogg could be
Chapter 15,"detained in Calcutta a week, it would be more than time for the warrant"
Chapter 15,to arrive. Passepartout was stupefied. This sentence ruined his master.
Chapter 15,"A wager of twenty thousand pounds lost, because he, like a precious"
Chapter 15,"fool, had gone into that abominable pagoda!"
Chapter 15,"Phileas Fogg, as self-composed as if the judgment did not in the least"
Chapter 15,"concern him, did not even lift his eyebrows while it was being"
Chapter 15,"pronounced. Just as the clerk was calling the next case, he rose, and"
Chapter 15,"said, “I offer bail.”"
Chapter 15,"“You have that right,” returned the judge."
Chapter 15,"Fix’s blood ran cold, but he resumed his composure when he heard the"
Chapter 15,judge announce that the bail required for each prisoner would be one
Chapter 15,thousand pounds.
Chapter 15,"“I will pay it at once,” said Mr. Fogg, taking a roll of bank-bills"
Chapter 15,"from the carpet-bag, which Passepartout had by him, and placing them on"
Chapter 15,the clerk’s desk.
Chapter 15,"“This sum will be restored to you upon your release from prison,” said"
Chapter 15,"the judge. “Meanwhile, you are liberated on bail.”"
Chapter 15,“Come!” said Phileas Fogg to his servant.
Chapter 15,“But let them at least give me back my shoes!” cried Passepartout
Chapter 15,angrily.
Chapter 15,"“Ah, these are pretty dear shoes!” he muttered, as they were handed to"
Chapter 15,"him. “More than a thousand pounds apiece; besides, they pinch my feet.”"
Chapter 15,"Mr. Fogg, offering his arm to Aouda, then departed, followed by the"
Chapter 15,crestfallen Passepartout. Fix still nourished hopes that the robber
Chapter 15,"would not, after all, leave the two thousand pounds behind him, but"
Chapter 15,"would decide to serve out his week in jail, and issued forth on Mr."
Chapter 15,"Fogg’s traces. That gentleman took a carriage, and the party were soon"
Chapter 15,landed on one of the quays.
Chapter 15,"The “Rangoon” was moored half a mile off in the harbour, its signal of"
